<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.04.04	22:15:00	1.06720	1.06725	1.06706	1.06725	1014	6420000000	21
2017.04.04	22:30:00	1.06725	1.06760	1.06719	1.06748	1113	6638000000	21
2017.04.04	22:45:00	1.06748	1.06773	1.06737	1.06744	1080	2881000000	20
2017.04.04	23:00:00	1.06707	1.06743	1.06703	1.06727	375	715000000	22
2017.04.04	23:15:00	1.06727	1.06770	1.06718	1.06754	733	1276000000	23
2017.04.04	23:30:00	1.06754	1.06765	1.06736	1.06759	654	1303000000	23
2017.04.04	23:45:00	1.06759	1.06832	1.06754	1.06792	869	1476500000	24
2017.04.05	00:00:00	1.06798	1.06827	1.06787	1.06819	1679	2595000000	22
2017.04.05	00:15:00	1.06819	1.06854	1.06808	1.06821	1326	3112000000	21
2017.04.05	00:30:00	1.06821	1.06825	1.06784	1.06790	1819	3499000000	21
2017.04.05	00:45:00	1.06790	1.06798	1.06769	1.06792	1554	3480000000	22
2017.04.05	01:00:00	1.06792	1.06794	1.06764	1.06774	1280	2842500000	21
2017.04.05	01:15:00	1.06774	1.06788	1.06763	1.06774	925	1764000000	21
2017.04.05	01:30:00	1.06774	1.06809	1.06767	1.06805	1373	12312500000	21
2017.04.05	01:45:00	1.06805	1.06816	1.06781	1.06781	1184	2546500000	20
2017.04.05	02:00:00	1.06781	1.06834	1.06780	1.06815	1976	7056000000	19
2017.04.05	02:15:00	1.06815	1.06817	1.06801	1.06808	1531	3130500000	20
2017.04.05	02:30:00	1.06808	1.06809	1.06782	1.06799	1859	3874500000	20
2017.04.05	02:45:00	1.06799	1.06809	1.06792	1.06799	1933	5044500000	19
2017.04.05	03:00:00	1.06799	1.06819	1.06789	1.06799	2090	5901000000	19
2017.04.05	03:15:00	1.06799	1.06814	1.06786	1.06810	1711	4431500000	19
2017.04.05	03:30:00	1.06810	1.06819	1.06783	1.06793	1855	5775500000	19
2017.04.05	03:45:00	1.06793	1.06805	1.06785	1.06798	1661	4797000000	20
2017.04.05	04:00:00	1.06797	1.06805	1.06794	1.06801	1294	5433000000	20
2017.04.05	04:15:00	1.06801	1.06805	1.06787	1.06789	1251	3431000000	20
2017.04.05	04:30:00	1.06789	1.06795	1.06780	1.06785	1335	4045000000	19
2017.04.05	04:45:00	1.06785	1.06788	1.06771	1.06776	1161	4381000000	20
2017.04.05	05:00:00	1.06776	1.06776	1.06753	1.06771	1353	5126700000	20
2017.04.05	05:15:00	1.06771	1.06780	1.06764	1.06776	1253	5840500000	19
2017.04.05	05:30:00	1.06776	1.06787	1.06769	1.06771	1990	9114000000	19
2017.04.05	05:45:00	1.06771	1.06782	1.06768	1.06777	1353	2513500000	20
2017.04.05	06:00:00	1.06777	1.06781	1.06750	1.06754	1649	5766500000	19
2017.04.05	06:15:00	1.06754	1.06764	1.06739	1.06751	1269	3130000000	20
2017.04.05	06:30:00	1.06750	1.06751	1.06719	1.06723	1205	2837500000	20
2017.04.05	06:45:00	1.06723	1.06750	1.06719	1.06740	1621	4898500000	19
2017.04.05	07:00:00	1.06741	1.06742	1.06725	1.06741	1083	6199000000	20
2017.04.05	07:15:00	1.06741	1.06763	1.06737	1.06745	1628	10900000000	19
2017.04.05	07:30:00	1.06744	1.06750	1.06726	1.06734	1453	4477000000	19
2017.04.05	07:45:00	1.06735	1.06750	1.06723	1.06736	1945	10713500000	19
2017.04.05	08:00:00	1.06734	1.06739	1.06689	1.06689	2607	9395000000	19
2017.04.05	08:15:00	1.06689	1.06710	1.06682	1.06709	2150	6671500000	19
2017.04.05	08:30:00	1.06709	1.06742	1.06684	1.06730	2488	8653000000	18
2017.04.05	08:45:00	1.06731	1.06788	1.06711	1.06788	2415	8075500000	19
2017.04.05	09:00:00	1.06788	1.06872	1.06761	1.06870	3629	12918500000	18
2017.04.05	09:15:00	1.06870	1.06892	1.06805	1.06878	3155	14421200000	18
2017.04.05	09:30:00	1.06878	1.06882	1.06790	1.06793	3066	12894000000	18
2017.04.05	09:45:00	1.06793	1.06804	1.06744	1.06755	2904	11915500000	18
2017.04.05	10:00:00	1.06755	1.06788	1.06745	1.06753	2822	9403000000	18
2017.04.05	10:15:00	1.06753	1.06762	1.06698	1.06756	2884	10812000000	18
2017.04.05	10:30:00	1.06756	1.06800	1.06756	1.06784	3202	19642500000	18
2017.04.05	10:45:00	1.06781	1.06792	1.06718	1.06740	2864	11547000000	18
2017.04.05	11:00:00	1.06740	1.06742	1.06700	1.06705	2913	9289500000	18
2017.04.05	11:15:00	1.06705	1.06710	1.06623	1.06650	3343	13289500000	18
2017.04.05	11:30:00	1.06650	1.06693	1.06628	1.06643	2901	10420000000	18
2017.04.05	11:45:00	1.06643	1.06687	1.06625	1.06687	2536	9557500000	18
2017.04.05	12:00:00	1.06687	1.06700	1.06661	1.06675	2528	8145000000	18
2017.04.05	12:15:00	1.06675	1.06689	1.06651	1.06686	2103	7169500000	18
2017.04.05	12:30:00	1.06686	1.06686	1.06660	1.06680	2071	5720500000	18
2017.04.05	12:45:00	1.06680	1.06713	1.06680	1.06703	1921	7277000000	18
2017.04.05	13:00:00	1.06703	1.06712	1.06671	1.06676	2243	6039500000	18
2017.04.05	13:15:00	1.06676	1.06705	1.06644	1.06702	2204	5111000000	18
2017.04.05	13:30:00	1.06702	1.06861	1.06694	1.06818	3128	10246500000	18
2017.04.05	13:45:00	1.06818	1.06852	1.06790	1.06805	3722	10146500000	18
2017.04.05	14:00:00	1.06805	1.06827	1.06758	1.06811	3237	14149500000	18
2017.04.05	14:15:00	1.06738	1.06741	1.06546	1.06661	5037	14456500000	18
2017.04.05	14:30:00	1.06661	1.06727	1.06609	1.06679	3845	26703000000	18
2017.04.05	14:45:00	1.06679	1.06735	1.06660	1.06662	3171	17115500000	18
2017.04.05	15:00:00	1.06663	1.06694	1.06615	1.06633	3119	16444500000	18
2017.04.05	15:15:00	1.06633	1.06656	1.06595	1.06604	3051	8026000000	18
2017.04.05	15:30:00	1.06604	1.06650	1.06595	1.06614	3553	13446000000	18
2017.04.05	15:45:00	1.06611	1.06658	1.06578	1.06639	3623	19140500000	18
2017.04.05	16:00:00	1.06665	1.06740	1.06577	1.06614	4407	15349500000	18
2017.04.05	16:15:00	1.06614	1.06649	1.06567	1.06639	3608	15185500000	18
2017.04.05	16:30:00	1.06639	1.06678	1.06589	1.06672	3798	14231500000	18
2017.04.05	16:45:00	1.06672	1.06684	1.06596	1.06619	3579	10296000000	18
2017.04.05	17:00:00	1.06618	1.06661	1.06614	1.06659	3442	11180500000	18
2017.04.05	17:15:00	1.06659	1.06698	1.06624	1.06632	3155	8718000000	18
2017.04.05	17:30:00	1.06633	1.06639	1.06562	1.06573	2995	10753500000	18
2017.04.05	17:45:00	1.06573	1.06606	1.06520	1.06601	2437	18371000000	19
2017.04.05	18:00:00	1.06601	1.06606	1.06553	1.06588	1995	8465000000	19
2017.04.05	18:15:00	1.06588	1.06597	1.06534	1.06539	1911	7767080000	19
2017.04.05	18:30:00	1.06539	1.06550	1.06474	1.06504	2191	11877800000	19
2017.04.05	18:45:00	1.06504	1.06523	1.06451	1.06470	2682	11797800000	18
2017.04.05	19:00:00	1.06470	1.06510	1.06465	1.06480	1970	10300500000	19
2017.04.05	19:15:00	1.06480	1.06492	1.06456	1.06466	1955	5501500000	20
2017.04.05	19:30:00	1.06466	1.06520	1.06459	1.06516	1725	6862000000	19
2017.04.05	19:45:00	1.06517	1.06523	1.06470	1.06495	1660	3980500000	19
2017.04.05	20:00:00	1.06495	1.06634	1.06355	1.06500	4814	13660500000	18
2017.04.05	20:15:00	1.06500	1.06587	1.06482	1.06569	3075	8325000000	18
2017.04.05	20:30:00	1.06569	1.06692	1.06565	1.06644	3478	15412500000	18
2017.04.05	20:45:00	1.06644	1.06697	1.06644	1.06674	3122	8589700000	19
2017.04.05	21:00:00	1.06669	1.06703	1.06660	1.06691	3171	10532000000	19
2017.04.05	21:15:00	1.06693	1.06768	1.06675	1.06760	3664	14461500000	18
2017.04.05	21:30:00	1.06760	1.06777	1.06718	1.06766	3478	17729000000	18
2017.04.05	21:45:00	1.06766	1.06793	1.06743	1.06783	3208	31831500000	18
2017.04.05	22:00:00	1.06783	1.06816	1.06748	1.06754	1990	10113500000	21
2017.04.05	22:15:00	1.06754	1.06775	1.06712	1.06718	1288	3515000000	20
2017.04.05	22:30:00	1.06718	1.06728	1.06697	1.06699	1323	3142000000	20
2017.04.05	22:45:00	1.06698	1.06700	1.06622	1.06631	1516	3161000000	20
2017.04.05	23:00:00	1.06642	1.06651	1.06620	1.06622	604	1134500000	28
2017.04.05	23:15:00	1.06622	1.06651	1.06622	1.06641	638	1055000000	25
2017.04.05	23:30:00	1.06643	1.06694	1.06620	1.06689	1288	2314000000	24
2017.04.05	23:45:00	1.06691	1.06718	1.06654	1.06671	1647	3815500000	36
2017.04.06	00:00:00	1.06667	1.06691	1.06625	1.06631	2209	3636500000	23
2017.04.06	00:15:00	1.06631	1.06698	1.06627	1.06698	1929	3320500000	21
2017.04.06	00:30:00	1.06698	1.06720	1.06684	1.06693	1481	2264000000	21
2017.04.06	00:45:00	1.06693	1.06728	1.06691	1.06691	1209	3533000000	22
2017.04.06	01:00:00	1.06691	1.06744	1.06669	1.06732	1668	4249000000	21
2017.04.06	01:15:00	1.06732	1.06733	1.06699	1.06705	1151	3745500000	20
2017.04.06	01:30:00	1.06706	1.06740	1.06699	1.06717	1432	2675000000	21
2017.04.06	01:45:00	1.06717	1.06742	1.06711	1.06721	1536	2198000000	20
2017.04.06	02:00:00	1.06720	1.06831	1.06713	1.06814	2701	6178000000	19
2017.04.06	02:15:00	1.06814	1.06834	1.06793	1.06818	2087	5538000000	20
2017.04.06	02:30:00	1.06818	1.06824	1.06792	1.06807	1655	4331000000	20
2017.04.06	02:45:00	1.06807	1.06843	1.06763	1.06768	2717	6345500000	19
2017.04.06	03:00:00	1.06765	1.06780	1.06743	1.06747	1975	3329500000	19
2017.04.06	03:15:00	1.06747	1.06804	1.06739	1.06804	1716	4620500000	19
2017.04.06	03:30:00	1.06804	1.06805	1.06779	1.06793	1737	4442500000	19
2017.04.06	03:45:00	1.06793	1.06805	1.06756	1.06778	2302	6102500000	19
2017.04.06	04:00:00	1.06777	1.06790	1.06746	1.06774	2170	5538500000	18
2017.04.06	04:15:00	1.06774	1.06804	1.06773	1.06780	1898	4190000000	19
2017.04.06	04:30:00	1.06780	1.06803	1.06736	1.06747	1970	3739000000	20
2017.04.06	04:45:00	1.06747	1.06764	1.06738	1.06745	1577	3002000000	19
2017.04.06	05:00:00	1.06745	1.06750	1.06705	1.06708	1831	3276500000	19
2017.04.06	05:15:00	1.06708	1.06748	1.06707	1.06738	1439	3116000000	19
2017.04.06	05:30:00	1.06738	1.06754	1.06737	1.06749	1298	3587500000	20
2017.04.06	05:45:00	1.06749	1.06760	1.06740	1.06754	1336	4110500000	21
2017.04.06	06:00:00	1.06754	1.06754	1.06713	1.06725	1485	2632000000	20
2017.04.06	06:15:00	1.06725	1.06734	1.06718	1.06727	1240	1404500000	19
2017.04.06	06:30:00	1.06727	1.06750	1.06722	1.06745	1035	2795500000	21
2017.04.06	06:45:00	1.06745	1.06750	1.06731	1.06749	1280	4092000000	19
2017.04.06	07:00:00	1.06749	1.06758	1.06716	1.06728	1625	2637500000	19
2017.04.06	07:15:00	1.06729	1.06752	1.06717	1.06729	1523	2897000000	20
2017.04.06	07:30:00	1.06729	1.06750	1.06722	1.06722	1532	3420000000	20
2017.04.06	07:45:00	1.06722	1.06754	1.06722	1.06730	1803	3882000000	19
2017.04.06	08:00:00	1.06730	1.06784	1.06702	1.06781	2575	6462500000	19
2017.04.06	08:15:00	1.06781	1.06782	1.06726	1.06744	2188	5493500000	19
2017.04.06	08:30:00	1.06744	1.06788	1.06718	1.06776	2365	8685000000	18
2017.04.06	08:45:00	1.06776	1.06804	1.06764	1.06768	2216	7241000000	18
2017.04.06	09:00:00	1.06768	1.06789	1.06411	1.06488	4810	15567500000	18
2017.04.06	09:15:00	1.06486	1.06486	1.06291	1.06414	4339	11965500000	18
2017.04.06	09:30:00	1.06416	1.06445	1.06372	1.06392	3445	10632500000	19
2017.04.06	09:45:00	1.06391	1.06474	1.06384	1.06462	2914	16958500000	18
2017.04.06	10:00:00	1.06462	1.06477	1.06441	1.06442	2685	8998500000	18
2017.04.06	10:15:00	1.06442	1.06557	1.06435	1.06527	2870	7512000000	18
2017.04.06	10:30:00	1.06527	1.06557	1.06511	1.06537	2987	8048900000	18
2017.04.06	10:45:00	1.06537	1.06595	1.06522	1.06581	2761	7210400000	19
2017.04.06	11:00:00	1.06581	1.06666	1.06569	1.06649	3376	9085300000	18
2017.04.06	11:15:00	1.06648	1.06672	1.06631	1.06665	2616	6142400000	18
2017.04.06	11:30:00	1.06665	1.06709	1.06659	1.06676	2693	6826600000	18
2017.04.06	11:45:00	1.06676	1.06678	1.06649	1.06672	2389	5530500000	18
2017.04.06	12:00:00	1.06672	1.06673	1.06625	1.06629	2360	6830000000	19
2017.04.06	12:15:00	1.06629	1.06652	1.06615	1.06642	2203	5539500000	18
2017.04.06	12:30:00	1.06642	1.06687	1.06610	1.06658	2918	6934500000	18
2017.04.06	12:45:00	1.06658	1.06692	1.06629	1.06639	2752	15196500000	18
2017.04.06	13:00:00	1.06639	1.06686	1.06631	1.06651	2413	6049000000	18
2017.04.06	13:15:00	1.06652	1.06683	1.06637	1.06673	2586	7411000000	18
2017.04.06	13:30:00	1.06673	1.06750	1.06666	1.06713	3183	9180500000	18
2017.04.06	13:45:00	1.06713	1.06756	1.06534	1.06596	3598	16766000000	18
2017.04.06	14:00:00	1.06596	1.06687	1.06596	1.06662	2940	8626500000	18
2017.04.06	14:15:00	1.06663	1.06676	1.06581	1.06585	2803	7064000000	19
2017.04.06	14:30:00	1.06585	1.06626	1.06557	1.06606	2748	6942000000	18
2017.04.06	14:45:00	1.06606	1.06628	1.06591	1.06606	2499	7028000000	18
2017.04.06	15:00:00	1.06607	1.06628	1.06574	1.06608	2678	14713500000	19
2017.04.06	15:15:00	1.06608	1.06612	1.06570	1.06608	2122	5934500000	19
2017.04.06	15:30:00	1.06608	1.06611	1.06556	1.06571	3371	7477500000	18
2017.04.06	15:45:00	1.06571	1.06588	1.06532	1.06549	3696	17239500000	18
2017.04.06	16:00:00	1.06548	1.06604	1.06546	1.06582	3131	21000700000	18
2017.04.06	16:15:00	1.06582	1.06629	1.06570	1.06616	2858	14936500000	18
2017.04.06	16:30:00	1.06616	1.06625	1.06563	1.06598	3063	8248450000	18
2017.04.06	16:45:00	1.06598	1.06652	1.06552	1.06585	3304	10938500000	18
2017.04.06	17:00:00	1.06580	1.06589	1.06526	1.06544	3115	9171500000	18
2017.04.06	17:15:00	1.06544	1.06553	1.06487	1.06539	3272	9638000000	18
2017.04.06	17:30:00	1.06539	1.06539	1.06456	1.06492	3021	8584500000	18
2017.04.06	17:45:00	1.06492	1.06525	1.06477	1.06504	2273	13635000000	18
2017.04.06	18:00:00	1.06504	1.06565	1.06477	1.06558	2331	8513300000	18
2017.04.06	18:15:00	1.06557	1.06557	1.06526	1.06530	1914	5787780000	19
2017.04.06	18:30:00	1.06530	1.06543	1.06506	1.06512	2075	4538275000	19
2017.04.06	18:45:00	1.06512	1.06520	1.06472	1.06498	2001	6313600000	19
2017.04.06	19:00:00	1.06498	1.06568	1.06478	1.06492	1771	8978400000	19
2017.04.06	19:15:00	1.06492	1.06492	1.06383	1.06388	2445	6375000000	19
2017.04.06	19:30:00	1.06388	1.06434	1.06385	1.06401	1821	8374500000	18
2017.04.06	19:45:00	1.06401	1.06456	1.06401	1.06456	1686	6579000000	19
2017.04.06	20:00:00	1.06456	1.06464	1.06434	1.06459	1555	4894500000	21
2017.04.06	20:15:00	1.06459	1.06459	1.06417	1.06428	1503	3787000000	19
2017.04.06	20:30:00	1.06428	1.06449	1.06424	1.06432	1272	3618000000	19
2017.04.06	20:45:00	1.06432	1.06499	1.06430	1.06470	2184	4171000000	19
2017.04.06	21:00:00	1.06464	1.06475	1.06439	1.06458	1926	7081000000	19
2017.04.06	21:15:00	1.06458	1.06484	1.06451	1.06463	1581	5981000000	19
2017.04.06	21:30:00	1.06463	1.06465	1.06426	1.06443	1535	9957000000	20
2017.04.06	21:45:00	1.06443	1.06455	1.06416	1.06418	1825	10156500000	20
2017.04.06	22:00:00	1.06417	1.06432	1.06401	1.06424	1278	3889500000	20
2017.04.06	22:15:00	1.06424	1.06430	1.06413	1.06428	866	2342000000	20
2017.04.06	22:30:00	1.06428	1.06430	1.06418	1.06428	674	3522000000	21
2017.04.06	22:45:00	1.06428	1.06440	1.06426	1.06437	865	2926000000	22
2017.04.06	23:00:00	1.06430	1.06474	1.06429	1.06461	578	784500000	27
2017.04.06	23:15:00	1.06461	1.06468	1.06417	1.06433	490	686000000	38
2017.04.06	23:30:00	1.06433	1.06444	1.06416	1.06431	454	1243000000	34
2017.04.06	23:45:00	1.06431	1.06431	1.06416	1.06425	326	459000000	26
2017.04.07	00:00:00	1.06425	1.06434	1.06415	1.06421	1002	1529000000	24
2017.04.07	00:15:00	1.06421	1.06437	1.06419	1.06428	613	782000000	24
2017.04.07	00:30:00	1.06428	1.06437	1.06415	1.06418	797	1321000000	23
2017.04.07	00:45:00	1.06418	1.06434	1.06409	1.06432	770	1131500000	23
2017.04.07	01:00:00	1.06432	1.06452	1.06417	1.06448	751	1582000000	21
2017.04.07	01:15:00	1.06448	1.06450	1.06432	1.06447	680	1509000000	22
2017.04.07	01:30:00	1.06447	1.06458	1.06434	1.06441	726	1537500000	22
2017.04.07	01:45:00	1.06441	1.06444	1.06431	1.06441	784	1087500000	21
2017.04.07	02:00:00	1.06439	1.06452	1.06417	1.06422	1996	4820000000	19
2017.04.07	02:15:00	1.06422	1.06478	1.06416	1.06474	1560	20525500000	19
2017.04.07	02:30:00	1.06474	1.06478	1.06455	1.06468	1393	2320500000	20
2017.04.07	02:45:00	1.06468	1.06468	1.06436	1.06443	1578	2946500000	20
2017.04.07	03:00:00	1.06443	1.06444	1.06392	1.06431	2371	5333500000	19
2017.04.07	03:15:00	1.06427	1.06511	1.06383	1.06495	4346	9252000000	18
2017.04.07	03:30:00	1.06495	1.06542	1.06466	1.06520	3905	8433500000	19
2017.04.07	03:45:00	1.06520	1.06553	1.06497	1.06530	3625	9404000000	19
2017.04.07	04:00:00	1.06530	1.06604	1.06530	1.06578	3761	8462500000	19
2017.04.07	04:15:00	1.06578	1.06578	1.06460	1.06484	3189	6261000000	18
2017.04.07	04:30:00	1.06484	1.06494	1.06426	1.06432	2504	5784500000	19
2017.04.07	04:45:00	1.06432	1.06465	1.06427	1.06445	2669	5714500000	19
2017.04.07	05:00:00	1.06445	1.06450	1.06421	1.06448	1967	4322000000	19
2017.04.07	05:15:00	1.06448	1.06463	1.06433	1.06452	1478	4039000000	20
2017.04.07	05:30:00	1.06452	1.06465	1.06434	1.06453	1553	3601500000	20
2017.04.07	05:45:00	1.06453	1.06454	1.06424	1.06432	2007	4982000000	19
2017.04.07	06:00:00	1.06432	1.06475	1.06421	1.06465	2087	5616000000	19
2017.04.07	06:15:00	1.06465	1.06485	1.06458	1.06473	1270	3235000000	20
2017.04.07	06:30:00	1.06473	1.06479	1.06450	1.06451	1360	2822500000	20
2017.04.07	06:45:00	1.06451	1.06478	1.06448	1.06478	1269	2015000000	20
2017.04.07	07:00:00	1.06478	1.06502	1.06455	1.06470	1577	2512500000	19
2017.04.07	07:15:00	1.06470	1.06503	1.06442	1.06444	1918	3826500000	20
2017.04.07	07:30:00	1.06442	1.06488	1.06435	1.06487	1723	4414500000	19
2017.04.07	07:45:00	1.06487	1.06533	1.06485	1.06528	2411	6150500000	19
2017.04.07	08:00:00	1.06527	1.06542	1.06483	1.06484	3161	9287500000	19
2017.04.07	08:15:00	1.06482	1.06516	1.06459	1.06485	2654	7795000000	19
2017.04.07	08:30:00	1.06485	1.06496	1.06461	1.06477	2251	4538000000	18
2017.04.07	08:45:00	1.06477	1.06490	1.06460	1.06472	2366	5262000000	18
2017.04.07	09:00:00	1.06472	1.06492	1.06433	1.06435	3069	6317500000	18
2017.04.07	09:15:00	1.06435	1.06435	1.06352	1.06380	3050	6352500000	18
2017.04.07	09:30:00	1.06379	1.06410	1.06321	1.06384	3057	7539500000	18
2017.04.07	09:45:00	1.06384	1.06412	1.06347	1.06365	2756	5766000000	19
2017.04.07	10:00:00	1.06364	1.06415	1.06361	1.06382	2517	5873500000	18
2017.04.07	10:15:00	1.06383	1.06398	1.06356	1.06360	2632	8374997000	18
2017.04.07	10:30:00	1.06359	1.06387	1.06295	1.06322	3113	6289500000	18
2017.04.07	10:45:00	1.06322	1.06354	1.06306	1.06323	2507	6556000000	18
2017.04.07	11:00:00	1.06323	1.06345	1.06302	1.06324	2766	6794500000	18
2017.04.07	11:15:00	1.06324	1.06368	1.06317	1.06357	2437	7451000000	18
2017.04.07	11:30:00	1.06357	1.06380	1.06332	1.06354	2483	5818000000	18
2017.04.07	11:45:00	1.06354	1.06405	1.06350	1.06380	2352	8695500000	19
2017.04.07	12:00:00	1.06380	1.06391	1.06349	1.06363	1985	5858000000	18
2017.04.07	12:15:00	1.06363	1.06367	1.06330	1.06347	2001	4849500000	19
2017.04.07	12:30:00	1.06347	1.06360	1.06314	1.06317	1982	5392500000	19
2017.04.07	12:45:00	1.06316	1.06320	1.06299	1.06300	2005	4977000000	18
2017.04.07	13:00:00	1.06299	1.06303	1.06259	1.06273	2274	7658000000	19
2017.04.07	13:15:00	1.06273	1.06306	1.06261	1.06304	2676	7239000000	18
2017.04.07	13:30:00	1.06305	1.06311	1.06262	1.06307	2468	9209500000	18
2017.04.07	13:45:00	1.06307	1.06326	1.06231	1.06232	2566	5919494000	18
2017.04.07	14:00:00	1.06234	1.06315	1.06226	1.06304	2995	12795500000	18
2017.04.07	14:15:00	1.06305	1.06378	1.06256	1.06348	3817	10158000000	18
2017.04.07	14:30:00	1.06351	1.06667	1.06336	1.06363	6028	15289500000	18
2017.04.07	14:45:00	1.06363	1.06381	1.06105	1.06202	5396	16516800000	18
2017.04.07	15:00:00	1.06202	1.06243	1.06140	1.06208	4727	13718500000	18
2017.04.07	15:15:00	1.06208	1.06248	1.06150	1.06190	4166	13743000000	18
2017.04.07	15:30:00	1.06190	1.06276	1.06183	1.06244	4650	16870500000	18
2017.04.07	15:45:00	1.06244	1.06338	1.06230	1.06304	3897	42011000000	18
2017.04.07	16:00:00	1.06304	1.06330	1.06210	1.06307	4099	16224500000	18
2017.04.07	16:15:00	1.06309	1.06333	1.06268	1.06274	3538	8915000000	18
2017.04.07	16:30:00	1.06274	1.06293	1.06150	1.06183	3632	14081500000	18
2017.04.07	16:45:00	1.06183	1.06200	1.06128	1.06174	3835	13122500000	18
2017.04.07	17:00:00	1.06174	1.06202	1.06115	1.06198	3848	9817500000	18
2017.04.07	17:15:00	1.06198	1.06212	1.06161	1.06163	3455	10294000000	18
2017.04.07	17:30:00	1.06164	1.06181	1.06129	1.06134	3080	9205000000	18
2017.04.07	17:45:00	1.06133	1.06164	1.06126	1.06149	2487	11881000000	18
2017.04.07	18:00:00	1.06149	1.06183	1.06142	1.06177	2088	6995800000	18
2017.04.07	18:15:00	1.06177	1.06177	1.06096	1.06112	1964	4810200000	19
2017.04.07	18:30:00	1.06112	1.06117	1.06021	1.06028	2418	14035600000	18
2017.04.07	18:45:00	1.06028	1.06074	1.05946	1.05988	3547	19189300000	19
2017.04.07	19:00:00	1.05988	1.06000	1.05940	1.05951	3675	25241000000	18
2017.04.07	19:15:00	1.05951	1.05955	1.05897	1.05938	3362	14091500000	18
2017.04.07	19:30:00	1.05938	1.05956	1.05919	1.05950	2559	9836500000	18
2017.04.07	19:45:00	1.05951	1.05964	1.05815	1.05852	3146	10315500000	18
2017.04.07	20:00:00	1.05852	1.05875	1.05807	1.05872	2678	14920000000	18
2017.04.07	20:15:00	1.05872	1.05886	1.05834	1.05886	2310	6490500000	18
2017.04.07	20:30:00	1.05885	1.05885	1.05850	1.05857	1968	6247500000	19
2017.04.07	20:45:00	1.05857	1.05897	1.05853	1.05890	2350	6103500000	19
2017.04.07	21:00:00	1.05892	1.05922	1.05871	1.05899	2344	15536500000	18
2017.04.07	21:15:00	1.05900	1.05927	1.05889	1.05923	2032	6821500000	18
2017.04.07	21:30:00	1.05923	1.05938	1.05902	1.05933	1625	6117500000	19
2017.04.07	21:45:00	1.05934	1.05966	1.05922	1.05940	2050	16735400000	19
2017.04.07	22:00:00	1.05942	1.06023	1.05941	1.06013	1572	4180900000	20
2017.04.07	22:15:00	1.06013	1.06029	1.05964	1.05967	1096	1796800000	20
2017.04.07	22:30:00	1.05967	1.05982	1.05940	1.05979	1236	3561500000	20
2017.04.07	22:45:00	1.05966	1.05966	1.05900	1.05907	1532	3072500000	22
2017.04.09	23:00:00	1.05890	1.05896	1.05860	1.05870	246	287000000	34
2017.04.09	23:15:00	1.05870	1.05876	1.05844	1.05866	468	538000000	29
2017.04.09	23:30:00	1.05866	1.05870	1.05841	1.05842	335	359000000	26
2017.04.09	23:45:00	1.05842	1.05857	1.05831	1.05839	473	517000000	22
2017.04.10	00:00:00	1.05839	1.05856	1.05821	1.05830	1459	2270000000	22
2017.04.10	00:15:00	1.05831	1.05841	1.05817	1.05822	1290	1634000000	19
2017.04.10	00:30:00	1.05822	1.05832	1.05782	1.05810	1361	2588000000	22
2017.04.10	00:45:00	1.05810	1.05823	1.05788	1.05788	1660	2873000000	22
2017.04.10	01:00:00	1.05788	1.05794	1.05736	1.05793	2048	3430500000	22
2017.04.10	01:15:00	1.05793	1.05812	1.05781	1.05795	1171	3090500000	23
2017.04.10	01:30:00	1.05794	1.05813	1.05790	1.05802	1122	2434500000	20
2017.04.10	01:45:00	1.05801	1.05828	1.05793	1.05806	1206	1975000000	19
2017.04.10	02:00:00	1.05806	1.05834	1.05797	1.05807	1732	3624500000	20
2017.04.10	02:15:00	1.05807	1.05807	1.05767	1.05803	1736	2743000000	19
2017.04.10	02:30:00	1.05803	1.05820	1.05783	1.05814	1431	2270500000	19
2017.04.10	02:45:00	1.05814	1.05828	1.05764	1.05772	2019	4988000000	18
2017.04.10	03:00:00	1.05772	1.05800	1.05762	1.05782	2234	4723500000	18
2017.04.10	03:15:00	1.05781	1.05823	1.05780	1.05790	1608	5732500000	18
2017.04.10	03:30:00	1.05790	1.05845	1.05788	1.05843	1771	3638000000	19
2017.04.10	03:45:00	1.05842	1.05856	1.05781	1.05786	1561	2966000000	19
2017.04.10	04:00:00	1.05786	1.05791	1.05705	1.05736	1883	2635500000	20
2017.04.10	04:15:00	1.05736	1.05764	1.05736	1.05758	1755	3849500000	20
2017.04.10	04:30:00	1.05758	1.05777	1.05749	1.05768	1425	2100000000	18
2017.04.10	04:45:00	1.05768	1.05770	1.05750	1.05759	1065	2085000000	21
2017.04.10	05:00:00	1.05759	1.05780	1.05755	1.05773	1071	1676500000	20
2017.04.10	05:15:00	1.05774	1.05798	1.05767	1.05791	815	1854000000	20
2017.04.10	05:30:00	1.05791	1.05812	1.05776	1.05812	987	2324500000	20
2017.04.10	05:45:00	1.05812	1.05834	1.05792	1.05822	1109	1994000000	19
2017.04.10	06:00:00	1.05822	1.05829	1.05808	1.05823	1299	2720500000	21
2017.04.10	06:15:00	1.05823	1.05837	1.05795	1.05837	1113	1899000000	19
2017.04.10	06:30:00	1.05837	1.05855	1.05831	1.05847	1192	2689500000	19
2017.04.10	06:45:00	1.05847	1.05871	1.05842	1.05857	1049	2278500000	19
2017.04.10	07:00:00	1.05857	1.05863	1.05836	1.05854	1388	3715000000	19
