<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.12.13	00:00:00	1.17356	1.17374	1.17347	1.17366	165	0	23
2017.12.13	00:15:00	1.17368	1.17410	1.17366	1.17409	169	0	23
2017.12.13	00:30:00	1.17409	1.17414	1.17405	1.17409	83	0	23
2017.12.13	00:45:00	1.17410	1.17420	1.17410	1.17413	62	0	21
2017.12.13	01:00:00	1.17414	1.17436	1.17413	1.17435	167	0	20
2017.12.13	01:15:00	1.17433	1.17447	1.17410	1.17420	177	0	20
2017.12.13	01:30:00	1.17422	1.17442	1.17416	1.17436	182	0	21
2017.12.13	01:45:00	1.17440	1.17471	1.17419	1.17466	273	0	20
2017.12.13	02:00:00	1.17466	1.17471	1.17431	1.17434	231	0	20
2017.12.13	02:15:00	1.17433	1.17456	1.17431	1.17437	214	0	20
2017.12.13	02:30:00	1.17437	1.17449	1.17431	1.17444	156	0	21
2017.12.13	02:45:00	1.17444	1.17450	1.17417	1.17420	124	0	21
2017.12.13	03:00:00	1.17420	1.17461	1.17414	1.17450	237	0	20
2017.12.13	03:15:00	1.17451	1.17480	1.17443	1.17478	162	0	22
2017.12.13	03:30:00	1.17476	1.17477	1.17456	1.17471	147	0	21
2017.12.13	03:45:00	1.17471	1.17481	1.17464	1.17471	134	0	20
2017.12.13	04:00:00	1.17471	1.17490	1.17463	1.17490	153	0	21
2017.12.13	04:15:00	1.17491	1.17579	1.17491	1.17576	621	0	19
2017.12.13	04:30:00	1.17576	1.17610	1.17575	1.17586	516	0	19
2017.12.13	04:45:00	1.17580	1.17581	1.17564	1.17569	206	0	20
2017.12.13	05:00:00	1.17568	1.17569	1.17545	1.17549	137	0	21
2017.12.13	05:15:00	1.17549	1.17549	1.17529	1.17530	136	0	20
2017.12.13	05:30:00	1.17531	1.17539	1.17524	1.17530	109	0	21
2017.12.13	05:45:00	1.17530	1.17535	1.17529	1.17529	88	0	20
2017.12.13	06:00:00	1.17529	1.17532	1.17527	1.17532	89	0	21
2017.12.13	06:15:00	1.17532	1.17549	1.17530	1.17546	120	0	21
2017.12.13	06:30:00	1.17549	1.17576	1.17547	1.17566	194	0	21
2017.12.13	06:45:00	1.17566	1.17572	1.17535	1.17539	144	0	20
2017.12.13	07:00:00	1.17538	1.17582	1.17538	1.17580	289	0	20
2017.12.13	07:15:00	1.17578	1.17586	1.17572	1.17586	177	0	21
2017.12.13	07:30:00	1.17590	1.17617	1.17566	1.17603	259	0	19
2017.12.13	07:45:00	1.17603	1.17603	1.17532	1.17549	336	0	21
2017.12.13	08:00:00	1.17549	1.17552	1.17490	1.17500	389	0	19
2017.12.13	08:15:00	1.17500	1.17500	1.17435	1.17456	283	0	19
2017.12.13	08:30:00	1.17454	1.17458	1.17426	1.17442	361	0	19
2017.12.13	08:45:00	1.17442	1.17447	1.17372	1.17374	401	0	19
2017.12.13	09:00:00	1.17375	1.17435	1.17366	1.17390	526	0	19
2017.12.13	09:15:00	1.17391	1.17425	1.17383	1.17425	375	0	19
2017.12.13	09:30:00	1.17426	1.17447	1.17414	1.17447	379	0	19
2017.12.13	09:45:00	1.17449	1.17470	1.17402	1.17402	472	0	18
2017.12.13	10:00:00	1.17402	1.17447	1.17382	1.17437	393	0	19
2017.12.13	10:15:00	1.17439	1.17487	1.17437	1.17475	494	0	19
2017.12.13	10:30:00	1.17475	1.17518	1.17414	1.17434	759	0	18
2017.12.13	10:45:00	1.17432	1.17495	1.17397	1.17483	738	0	18
2017.12.13	11:00:00	1.17487	1.17534	1.17464	1.17470	731	0	19
2017.12.13	11:15:00	1.17467	1.17494	1.17459	1.17475	473	0	19
2017.12.13	11:30:00	1.17475	1.17488	1.17454	1.17476	493	0	19
2017.12.13	11:45:00	1.17475	1.17503	1.17471	1.17501	431	0	19
2017.12.13	12:00:00	1.17504	1.17505	1.17433	1.17452	513	0	19
2017.12.13	12:15:00	1.17451	1.17483	1.17434	1.17436	479	0	18
2017.12.13	12:30:00	1.17435	1.17436	1.17383	1.17386	490	0	18
2017.12.13	12:45:00	1.17390	1.17397	1.17372	1.17383	465	0	18
2017.12.13	13:00:00	1.17383	1.17419	1.17361	1.17368	613	0	19
2017.12.13	13:15:00	1.17364	1.17383	1.17325	1.17342	720	0	19
2017.12.13	13:30:00	1.17339	1.17359	1.17322	1.17359	435	0	19
2017.12.13	13:45:00	1.17359	1.17393	1.17291	1.17391	831	0	19
2017.12.13	14:00:00	1.17386	1.17400	1.17337	1.17339	626	0	20
2017.12.13	14:15:00	1.17338	1.17356	1.17285	1.17342	878	0	18
2017.12.13	14:30:00	1.17341	1.17637	1.17332	1.17616	2870	0	18
2017.12.13	14:45:00	1.17619	1.17701	1.17537	1.17568	1610	0	18
2017.12.13	15:00:00	1.17566	1.17572	1.17519	1.17541	1007	0	18
2017.12.13	15:15:00	1.17541	1.17585	1.17505	1.17583	702	0	18
2017.12.13	15:30:00	1.17583	1.17615	1.17521	1.17525	1128	0	18
2017.12.13	15:45:00	1.17524	1.17563	1.17466	1.17502	1172	0	18
2017.12.13	16:00:00	1.17503	1.17608	1.17497	1.17602	814	0	18
2017.12.13	16:15:00	1.17600	1.17640	1.17556	1.17571	819	0	18
2017.12.13	16:30:00	1.17571	1.17571	1.17481	1.17535	766	0	18
2017.12.13	16:45:00	1.17532	1.17615	1.17505	1.17566	1484	0	18
2017.12.13	17:00:00	1.17566	1.17654	1.17539	1.17627	1305	0	18
2017.12.13	17:15:00	1.17627	1.17662	1.17615	1.17647	745	0	18
2017.12.13	17:30:00	1.17647	1.17674	1.17637	1.17667	683	0	19
2017.12.13	17:45:00	1.17664	1.17674	1.17551	1.17595	1246	0	18
2017.12.13	18:00:00	1.17599	1.17616	1.17561	1.17616	920	0	18
2017.12.13	18:15:00	1.17616	1.17654	1.17610	1.17635	775	0	18
2017.12.13	18:30:00	1.17636	1.17696	1.17633	1.17658	779	0	19
2017.12.13	18:45:00	1.17660	1.17668	1.17603	1.17620	889	0	19
2017.12.13	19:00:00	1.17619	1.17667	1.17617	1.17651	687	0	19
2017.12.13	19:15:00	1.17650	1.17694	1.17644	1.17694	549	0	19
2017.12.13	19:30:00	1.17694	1.17756	1.17681	1.17715	825	0	18
2017.12.13	19:45:00	1.17717	1.17780	1.17691	1.17708	970	0	19
2017.12.13	20:00:00	1.17704	1.17981	1.17657	1.17951	3868	0	18
2017.12.13	20:15:00	1.17954	1.18009	1.17847	1.17875	2208	0	19
2017.12.13	20:30:00	1.17876	1.17947	1.17807	1.17861	2102	0	18
2017.12.13	20:45:00	1.17856	1.18223	1.17851	1.18195	3071	0	18
2017.12.13	21:00:00	1.18198	1.18244	1.18120	1.18175	1904	0	18
2017.12.13	21:15:00	1.18176	1.18205	1.18157	1.18192	1154	0	18
2017.12.13	21:30:00	1.18192	1.18203	1.18146	1.18163	902	0	19
2017.12.13	21:45:00	1.18163	1.18250	1.18158	1.18240	833	0	19
2017.12.13	22:00:00	1.18239	1.18246	1.18203	1.18232	440	0	20
2017.12.13	22:15:00	1.18230	1.18260	1.18229	1.18256	192	0	19
2017.12.13	22:30:00	1.18254	1.18267	1.18244	1.18267	201	0	20
2017.12.13	22:45:00	1.18267	1.18305	1.18263	1.18264	290	0	20
2017.12.13	23:00:00	1.18252	1.18295	1.18244	1.18258	186	0	26
2017.12.13	23:15:00	1.18257	1.18283	1.18216	1.18268	625	0	31
2017.12.13	23:30:00	1.18264	1.18320	1.18223	1.18250	633	0	24
2017.12.13	23:45:00	1.18254	1.18274	1.18213	1.18247	385	0	26
2017.12.14	00:00:00	1.18246	1.18262	1.18207	1.18235	265	0	22
2017.12.14	00:15:00	1.18235	1.18383	1.18230	1.18354	414	0	22
2017.12.14	00:30:00	1.18355	1.18395	1.18334	1.18359	332	0	20
2017.12.14	00:45:00	1.18358	1.18395	1.18334	1.18352	252	0	20
2017.12.14	01:00:00	1.18352	1.18360	1.18325	1.18341	405	0	19
2017.12.14	01:15:00	1.18341	1.18345	1.18277	1.18279	413	0	20
2017.12.14	01:30:00	1.18278	1.18335	1.18277	1.18335	738	0	19
2017.12.14	01:45:00	1.18335	1.18393	1.18328	1.18386	525	0	20
2017.12.14	02:00:00	1.18385	1.18408	1.18376	1.18379	450	0	19
2017.12.14	02:15:00	1.18380	1.18425	1.18378	1.18407	493	0	20
2017.12.14	02:30:00	1.18403	1.18406	1.18366	1.18383	346	0	20
2017.12.14	02:45:00	1.18383	1.18428	1.18380	1.18413	323	0	20
2017.12.14	03:00:00	1.18413	1.18413	1.18374	1.18390	383	0	19
2017.12.14	03:15:00	1.18390	1.18390	1.18329	1.18345	307	0	20
2017.12.14	03:30:00	1.18345	1.18364	1.18344	1.18354	235	0	20
2017.12.14	03:45:00	1.18354	1.18359	1.18308	1.18312	343	0	20
2017.12.14	04:00:00	1.18313	1.18349	1.18300	1.18348	388	0	20
2017.12.14	04:15:00	1.18349	1.18366	1.18332	1.18345	245	0	21
2017.12.14	04:30:00	1.18342	1.18345	1.18325	1.18335	236	0	21
2017.12.14	04:45:00	1.18337	1.18349	1.18334	1.18344	190	0	21
2017.12.14	05:00:00	1.18342	1.18349	1.18332	1.18335	181	0	20
2017.12.14	05:15:00	1.18335	1.18372	1.18330	1.18330	273	0	20
2017.12.14	05:30:00	1.18330	1.18330	1.18298	1.18307	283	0	19
2017.12.14	05:45:00	1.18305	1.18327	1.18305	1.18314	166	0	21
2017.12.14	06:00:00	1.18313	1.18337	1.18305	1.18308	257	0	20
2017.12.14	06:15:00	1.18308	1.18315	1.18285	1.18286	209	0	19
2017.12.14	06:30:00	1.18285	1.18297	1.18271	1.18280	274	0	20
2017.12.14	06:45:00	1.18280	1.18280	1.18249	1.18258	270	0	20
