Licenciatura,1ero,Promedio,2do,3ero
Diseño Gráfico,8.5,8.5,6.2967032967032965,5.827252747252747
Diseño Gráfico,7.96,8.403333333333334,6.2967032967032965,5.827252747252747
Diseño Gráfico,2.0,0.6666666666666666,6.2967032967032965,5.827252747252747
Diseño Gráfico,0.0,0.0,6.2967032967032965,5.827252747252747
Diseño Gráfico,8.32,8.616666666666667,6.2967032967032965,5.827252747252747
Diseño Gráfico,9.4,8.926666666666668,6.2967032967032965,5.827252747252747
Diseño Gráfico,8.34,8.573333333333332,6.2967032967032965,5.827252747252747
Diseño Gráfico,7.7,7.566666666666666,6.2967032967032965,5.827252747252747
Diseño Gráfico,8.5,6.833333333333333,6.2967032967032965,5.827252747252747
Diseño Gráfico,8.8,8.360000000000001,6.2967032967032965,5.827252747252747
Diseño Gráfico,8.1,7.826666666666667,6.2967032967032965,5.827252747252747
Diseño Gráfico,6.26,6.753333333333333,6.2967032967032965,5.827252747252747
Diseño Gráfico,8.0,8.843333333333334,6.2967032967032965,5.827252747252747
Diseño Gráfico,7.2,5.066666666666666,6.2967032967032965,5.827252747252747
Diseño Gráfico,5.98,4.0633333333333335,6.2967032967032965,5.827252747252747
Diseño Gráfico,7.82,8.94,6.2967032967032965,5.827252747252747
Diseño Gráfico,7.4,7.336666666666666,6.2967032967032965,5.827252747252747
Diseño Gráfico,9.1,8.700000000000001,6.2967032967032965,5.827252747252747
Diseño Gráfico,6.8,4.48,6.2967032967032965,5.827252747252747
Diseño Gráfico,7.6,2.533333333333333,6.2967032967032965,5.827252747252747
Diseño Gráfico,7.6,5.7,6.2967032967032965,5.827252747252747
Diseño Gráfico,9.5,8.703333333333333,6.2967032967032965,5.827252747252747
Diseño Gráfico,2.7,0.9,6.2967032967032965,5.827252747252747
Diseño Gráfico,8.8,8.833333333333334,6.2967032967032965,5.827252747252747
Diseño Gráfico,0.0,0.0,6.2967032967032965,5.827252747252747
Diseño Gráfico,6.7,7.13,6.2967032967032965,5.827252747252747
Diseño Gráfico,2.2,0.7333333333333334,6.2967032967032965,5.827252747252747
Diseño Gráfico,2.0,0.6666666666666666,6.2967032967032965,5.827252747252747
Diseño Gráfico,6.0,2.0,6.2967032967032965,5.827252747252747
Diseño Gráfico,7.94,5.926666666666667,6.2967032967032965,5.827252747252747
Diseño Gráfico,9.6,9.533333333333333,6.2967032967032965,5.827252747252747
Ingeniería en Sistemas Computacionales,9.0,8.666666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.0,9.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,8.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,8.666666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,9.666666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,7.666666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,9.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,8.666666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,8.666666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,9.333333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,0.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,9.333333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,7.666666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,7.333333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,0.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,8.333333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,0.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,9.333333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,9.666666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,0.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,9.333333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,9.666666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,8.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,8.0,8.333333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.0,2.3333333333333335,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,4.333333333333333,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,9.666666666666666,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,0.0,0.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,4.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,3.3333333333333335,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,9.333333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.0,8.333333333333334,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.0,8.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.0,3.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.0,7.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,10.0,6.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.0,6.666666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,6.0,7.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,5.0,6.666666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,9.0,7.666666666666667,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.0,9.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,7.0,6.0,6.444060097126665,6.363844233103997
Ingeniería en Sistemas Computacionales,5.0,7.333333333333333,6.444060097126665,6.363844233103997
