Geo Point;Geo Shape;clasif_15;vel_15;clasif_19;vel_19;Nombre;Inicia;Termina;Shape_Leng;Mixta
19.3626038175, -99.1555844166;"{""type"": ""LineString"", ""coordinates"": [[-99.16759538617548, 19.366331034055463], [-99.16736359899184, 19.366265951926753], [-99.16633493491337, 19.365902095201722], [-99.16479311161387, 19.36536792365052], [-99.16390063857213, 19.365055638444602], [-99.16360843436891, 19.364965239996742], [-99.1627056862098, 19.364674605165007], [-99.1626916911375, 19.364669364289757], [-99.16214104403554, 19.36446314898813], [-99.16177717033096, 19.364317042220627], [-99.161404585302, 19.36416877349035], [-99.1609710234992, 19.363976805632074], [-99.1603415447579, 19.363700278353832], [-99.16020248537995, 19.36360925506936], [-99.1597930749414, 19.363453110481576], [-99.15886101205858, 19.363050422341733], [-99.15774602073895, 19.36258198704399], [-99.15711883878645, 19.362294350524298], [-99.1568400913915, 19.36218340490119], [-99.15665716301986, 19.362146422674815], [-99.15616499939648, 19.362060131613113], [-99.15551603982611, 19.361953294945707], [-99.15496289913624, 19.361883440037538], [-99.15459268736758, 19.361850567936074], [-99.1543705610073, 19.36182180357446], [-99.15430105205095, 19.361813975634032], [-99.154174566356, 19.361799731534507], [-99.15391636840046, 19.36177729073484], [-99.15302947829986, 19.361628624488628], [-99.15215800079724, 19.361493074947944], [-99.15143227150395, 19.361364330785857], [-99.15113882954641, 19.36131227388755], [-99.15060311154546, 19.36120543679643], [-99.15024914838878, 19.36115280673845], [-99.14985079424567, 19.361088587839696], [-99.14966387496385, 19.361063933255394], [-99.14897219735894, 19.360951434688975], [-99.14829986956512, 19.360852026344755], [-99.14749768775312, 19.360722772910307], [-99.14669193209798, 19.36060139482572], [-99.146548202988, 19.360580849458874], [-99.14587551168289, 19.36046768849627], [-99.14525821247024, 19.360372440708336], [-99.14429133045043, 19.360215401727107], [-99.1432719801593, 19.35999950906666]]}";Eje Vial;50;Eje Vial;50;Eje 8 Sur Popocatepetl;Av. Universidad;Calzada de Tlalpan;20.34989991307;No
19.3630700504, -99.1342326477;"{""type"": ""LineString"", ""coordinates"": [[-99.12999618601602, 19.362344792003938], [-99.12999978194534, 19.3623465363489], [-99.13048154862344, 19.362580293350113], [-99.13070728078362, 19.3626770954663], [-99.13089675114131, 19.36271019045108], [-99.13108165832791, 19.362741714223805], [-99.13190776589914, 19.362802938252326], [-99.13328267941566, 19.36294814170166], [-99.1341548263667, 19.363044943275426], [-99.13467811430783, 19.363093343976487], [-99.13516036049307, 19.363161105349956], [-99.13827956811113, 19.363606392775157], [-99.13835139211848, 19.36362575306058], [-99.13852422902812, 19.363632842454752]]}";Eje Vial;50;Eje Vial;50;Eje 7A Sur Oriente 172;Circuito Interior Rio Churubusco;Av. Pdte Plutarco Elias Calles;3.81638925384;No
19.3353381348, -99.1636417955;"{""type"": ""LineString"", ""coordinates"": [[-99.1760869945069, 19.336144208032636], [-99.17318437925807, 19.335970292274496], [-99.17300813445715, 19.335962460692908], [-99.17247245690788, 19.335945323828923], [-99.17047732565457, 19.335816105132654], [-99.16641576288266, 19.335598660577123], [-99.16300232229376, 19.33539480527546], [-99.15788936230574, 19.33509581737307], [-99.15634827362504, 19.335014275081246], [-99.15463435143991, 19.334620154002742], [-99.1536526857408, 19.334391943710067], [-99.15154114126885, 19.333870294158782], [-99.1513046014182, 19.33380425872236]]}";Eje Vial;50;Eje Vial;50;Eje 10 Sur Pedro Henriquez Ureña;Eje Central Av. Aztecas;Av. Cerro del Agua;6.56593225546;No
19.3319043853, -99.2081604307;"{""type"": ""LineString"", ""coordinates"": [[-99.21071413669743, 19.33130839117564], [-99.20990897945462, 19.331340178706018], [-99.2092095983034, 19.331513974775053], [-99.20787277327524, 19.332088555287744], [-99.20752780893818, 19.33220904782618], [-99.20723962664904, 19.33227160926746], [-99.20678422285145, 19.33232753681809], [-99.20644192422182, 19.33234683168502], [-99.20604827563035, 19.33238301413798], [-99.20561376220499, 19.33254920653083]]}";Eje Vial;50;Eje Vial;50;Eje 10 Sur Av. San Jeronimo;Eje 10 Sur Canoa;Anillo Periferico Boulevard Adolfo Lopez Mateos;6.56593225546;No
19.3856920299, -99.1586742885;"{""type"": ""LineString"", ""coordinates"": [[-99.16975405281417, 19.387838423072747], [-99.16948949167978, 19.387850625382775], [-99.16887456638977, 19.387764232852778], [-99.16811673525108, 19.38758041086701], [-99.1670811948221, 19.387352069541553], [-99.1641656156165, 19.386709134883464], [-99.16120429885473, 19.386056062145926], [-99.15743400114498, 19.385224503291212], [-99.15676852207933, 19.385077718853516], [-99.15567885976456, 19.384853452872733], [-99.1555422902262, 19.384825344464403], [-99.15237383234661, 19.384574533062217], [-99.15235408916965, 19.384572969881873], [-99.14750898522571, 19.384049484123235]]}";Eje Vial;50;Eje Vial;50;Eje 5 Sur Eugenia;Eje Central Lazaro Cardenas;Providencia;11.00411506286;No
19.3759853968, -99.1897295741;"{""type"": ""LineString"", ""coordinates"": [[-99.19178333480224, 19.3760695544412], [-99.19131636108841, 19.37601587022428], [-99.19090593879554, 19.37597715267214], [-99.19044421390116, 19.37598683189789], [-99.18981388135916, 19.37597869087452], [-99.18927124913208, 19.37598749354732], [-99.18891283212123, 19.375970336373097], [-99.18767196878274, 19.37596062645731]]}";Eje Vial;50;Eje Vial;50;Eje 7 Sur Benvenuto Cellini;Circuito Interior Av. Revolucion;Anillo Periferico Boulevard Adolfo Lopez Mateos;6.95733185118;No
19.3769885247, -99.138008732;"{""type"": ""LineString"", ""coordinates"": [[-99.1354980015897, 19.377240332552496], [-99.1361115695763, 19.37709799995377], [-99.1386102746915, 19.376826018869586], [-99.14052525286569, 19.377102308620007]]}";Eje Vial;50;Eje Vial;50;Eje 6 Sur Av. Morelos;Calzada de Tlalpan;Av. Pdte Plutarco Elias Calles;17.82602622735;No
19.3647274075, -99.068154678;"{""type"": ""LineString"", ""coordinates"": [[-99.0668493603834, 19.36422916882899], [-99.06730109573073, 19.364314405112157], [-99.06785992985861, 19.364523286981857], [-99.06923183279991, 19.365285417405353], [-99.06940587873234, 19.365369106279733]]}";Eje Vial;50;Eje Vial;50;Eje 6 Sur Av. Michoacan;Av. Michoacan;Albarrada;17.82602622735;No
19.3829520918, -99.2350657131;"{""type"": ""LineString"", ""coordinates"": [[-99.22195476031686, 19.387136850924616], [-99.22219981857204, 19.387034867275666], [-99.22248812343622, 19.38690228720456], [-99.22274039018725, 19.386800303050283], [-99.22296022292934, 19.3866983194477], [-99.2232377161115, 19.386579338050495], [-99.22359809780046, 19.386443358311944], [-99.2239548743054, 19.386307379590274], [-99.2241855181839, 19.386212193482486], [-99.22451706883146, 19.38605921676311], [-99.22501439464858, 19.385845049267566], [-99.2255153252176, 19.385647878634334], [-99.22574957276218, 19.38555269241087], [-99.22587930954631, 19.38550509933966], [-99.2262252754805, 19.385396315468558], [-99.22654961812079, 19.385301130017993], [-99.22674422440521, 19.38523653869901], [-99.22691360303862, 19.385195744807547], [-99.22734245642732, 19.385066564064275], [-99.22800916160892, 19.38485579426228], [-99.22826142822636, 19.3847742058877], [-99.2287623579877, 19.384628026271614], [-99.22929572202146, 19.38445125216787], [-99.22973178345579, 19.384318670471604], [-99.23008495618569, 19.384209885552526], [-99.23035884603736, 19.384128296753833], [-99.23086337940306, 19.38399571510445], [-99.23127061022116, 19.383907327748428], [-99.23175352066566, 19.383839336857733], [-99.23211390175291, 19.383778145257274], [-99.23288511775465, 19.383652362399676], [-99.23351218051839, 19.383570773686092], [-99.23364552158453, 19.38355377602226], [-99.23485640164503, 19.38334640338387], [-99.23507263025903, 19.383309009025698], [-99.2355555406333, 19.383203622777504], [-99.23620062323255, 19.383016647954317], [-99.23736825826334, 19.38271408750044], [-99.23824758753615, 19.382428524103098], [-99.23909808733508, 19.382142960928793], [-99.2391773706976, 19.382108965225733], [-99.2392494469618, 19.38207496992911], [-99.23981524531011, 19.381816601962008], [-99.24054681882079, 19.38146984484111], [-99.2411991089181, 19.381160483028317], [-99.24146218635038, 19.381031298155815], [-99.24183337907681, 19.380864717692873], [-99.2422261947027, 19.380670940819346], [-99.24238836622708, 19.380606348907097], [-99.24281001157163, 19.38044996736076], [-99.24342265948738, 19.380273187179508], [-99.2441758560928, 19.380008017359742], [-99.2450876198829, 19.379746247617277], [-99.24551286970309, 19.379620461427685], [-99.2458047779775, 19.37950487403291], [-99.24641021840864, 19.379260100943494], [-99.24656878673116, 19.37918191005087], [-99.24667690053218, 19.37914791359674], [-99.24682465654863, 19.379062922152727], [-99.24702286620995, 19.37901872762621], [-99.24735081323284, 19.37896093353939], [-99.24779768588597, 19.378845345513856], [-99.24816887791398, 19.378756955105608]]}";Arteria principal;50;Arteria principal;50;Av. Vasco de Quiroga;Antigua Via a la Venta;Autopista Mexico-Toluca;2.91797907257;No
19.3625638295, -99.2121408503;"{""type"": ""LineString"", ""coordinates"": [[-99.19558859677196, 19.364797448481138], [-99.19762010534154, 19.364979886459594], [-99.19917442217269, 19.36514273000124], [-99.20076749813128, 19.365252035771647], [-99.20479363340287, 19.365361340745373], [-99.20509658399331, 19.36536469053898], [-99.20823420316272, 19.365399352042274], [-99.20847767736451, 19.365367238680598], [-99.20953332097793, 19.365075907544412], [-99.2102027610813, 19.36486705612706], [-99.2104565005613, 19.364849593971144], [-99.21073809116709, 19.364812138588594], [-99.21090525040742, 19.364732835397604], [-99.21148455001844, 19.363639776859824], [-99.21186109551641, 19.362874631578844], [-99.21284590592414, 19.362191462981908], [-99.21369881069303, 19.361676315935842], [-99.21573615487098, 19.360961753253576], [-99.21589258855909, 19.360833650569347], [-99.2160944332542, 19.360627942251337], [-99.21623697523336, 19.360452391957942], [-99.21642557582587, 19.36033453956037], [-99.21665129639767, 19.36018958338295], [-99.2170051282821, 19.35986866936956], [-99.2173469168969, 19.359580330367283], [-99.21764353887988, 19.359299974021017], [-99.2179801088675, 19.359154724632194], [-99.21832157268025, 19.359068329473192], [-99.21882485278502, 19.358974995689522], [-99.22047544179233, 19.358677343898915], [-99.22074441679126, 19.358652189944205], [-99.22104925425812, 19.35866443351857], [-99.22206851990708, 19.358819814956387], [-99.22234642781562, 19.358830232934547], [-99.223267474792, 19.358842708074608], [-99.22342167521518, 19.358863458335716], [-99.22357528466088, 19.358916556323386], [-99.22373310894112, 19.35901952664661], [-99.22386434734389, 19.359138959285943], [-99.22393832258805, 19.359349452281247], [-99.22392920564602, 19.35948697833077], [-99.2238514281909, 19.359631571895942], [-99.22372090503838, 19.359735965546495], [-99.22346821491263, 19.359819191930743], [-99.22280986803163, 19.36003263222909], [-99.22254443059717, 19.360133050087754], [-99.2223958608289, 19.36024263417046], [-99.22232725665441, 19.360327332169284], [-99.222238008793, 19.360469446570708], [-99.22220867638735, 19.36067580522593], [-99.22225230878333, 19.36089399228923], [-99.22232298085707, 19.361124347552288], [-99.22235168618604, 19.361188784438024], [-99.22241189481205, 19.36131090935296], [-99.2224867445809, 19.36140299361962], [-99.22256008418783, 19.36148098787406], [-99.22260391129271, 19.36152149450259], [-99.22267928015361, 19.36157776693953], [-99.22273477889074, 19.361610991484135], [-99.22276721396166, 19.361628280783787], [-99.2228311329612, 19.36166291475314], [-99.22293428535227, 19.36169774467628], [-99.22458351324691, 19.36199958285928], [-99.2247980909403, 19.362056753573004]]}";Arteria principal;50;Arteria principal;50;Prolongacion 5 de Mayo;Av. Centenario;Av. de los Leones;3.88446440791;No
19.2519846358, -99.0995986724;"{""type"": ""LineString"", ""coordinates"": [[-99.10516379965127, 19.25543882561882], [-99.10505448877909, 19.255361054521465], [-99.1041623466983, 19.254730691039065], [-99.10395244760824, 19.254577354966557], [-99.10326552139618, 19.254046016276426], [-99.10166678383854, 19.25276771467136], [-99.10130788329113, 19.252498192655896], [-99.10036054851882, 19.251787029092238], [-99.10004329140604, 19.2515614126417], [-99.0995012199972, 19.25119299561379], [-99.0992169255491, 19.25118967239334], [-99.09773851519242, 19.250854845094285], [-99.09716049480224, 19.25072541070094], [-99.09645457284404, 19.250557616599586], [-99.09572861551165, 19.25038820080065], [-99.09481505120002, 19.250172579762104], [-99.0946111302474, 19.250087870836037], [-99.09447246491692, 19.24998005995888], [-99.09433379893446, 19.249849147493794], [-99.09417881872727, 19.249641226329334], [-99.09406447220334, 19.24936386853587], [-99.09399591995053, 19.24907463907022]]}";Arteria principal;50;Arteria principal;50;Camino a Nativitas;Francisco Goytia;Zacapa;1.42114495333;No
19.2711240553, -99.1182829194;"{""type"": ""LineString"", ""coordinates"": [[-99.12497033782826, 19.285181760953204], [-99.12484399712282, 19.28486964439835], [-99.12484042707183, 19.28457697098289], [-99.12499747164824, 19.284148667564768], [-99.12519734706815, 19.28380602537846], [-99.12526159177004, 19.283538336319836], [-99.12517201066377, 19.283028068911317], [-99.12465756717722, 19.282112079721777], [-99.12285701188466, 19.278944703928246], [-99.12063554837928, 19.275115077179777], [-99.11860115456959, 19.27153920593724], [-99.11690582752802, 19.268647549960292], [-99.11542341592036, 19.266073711431208], [-99.11428683382488, 19.264100255235814], [-99.11278695389605, 19.261496181674048], [-99.1119718387898, 19.260060574730193], [-99.11115340503217, 19.25868087768021], [-99.11068572856391, 19.25787512924179], [-99.11029989485093, 19.257268055826994]]}";Arteria principal;50;Arteria principal;50;Prolongacion Division del Norte;Anillo Periferico Boulevard Adolfo Ruiz Cortinez;Redencion;3.50131648419;No
19.419789437, -99.1665621452;"{""type"": ""LineString"", ""coordinates"": [[-99.16339423388732, 19.423202120328348], [-99.16439422607853, 19.42219879812002], [-99.16515293645791, 19.421313325904457], [-99.16600374909561, 19.42032034786263], [-99.16613984831625, 19.420390884711065], [-99.16628559024645, 19.42041467924286], [-99.16642835792749, 19.420396832772212], [-99.16655030492235, 19.420343294621862], [-99.16664548346179, 19.42023621902667], [-99.16670794418664, 19.42011129774941], [-99.16670623583413, 19.419922142608996], [-99.16658887060343, 19.419709913956417], [-99.16903318117437, 19.417000164515642], [-99.16944808723721, 19.416538141056296], [-99.16964269835053, 19.416254094141625]]}";Arteria principal;50;Arteria principal;50;Av. Oaxaca;Eje 2 Sur Av. Alvaro Obregon;Eje 1 Sur Av. Chapultepec;1.05926223485;No
19.2649848032, -99.1197281913;"{""type"": ""LineString"", ""coordinates"": [[-99.12669590771507, 19.268417631311852], [-99.12584099317355, 19.268048846713647], [-99.12232959714602, 19.266274311942478], [-99.11888448563245, 19.264564954914924], [-99.1160723618111, 19.263178844568618], [-99.11278695389605, 19.261496181674048]]}";Arteria principal;50;Arteria principal;50;Av. 20 de Noviembre;Calzada Guadalupe I. Raimrez;Prolongacion Division del Norte;1.65028183134;No
19.4418132644, -99.2232024938;"{""type"": ""LineString"", ""coordinates"": [[-99.21811779921995, 19.444221914123638], [-99.22024290819988, 19.443869839738092], [-99.22065966335076, 19.44370751967544], [-99.22287933610565, 19.44217828060888], [-99.2254523441677, 19.4403841827198], [-99.22796165685729, 19.438627186442744]]}";Arteria principal;50;Arteria principal;50;Av. del Conscripto;Anillo Periferico Boulevard Manuel Avila Camacho;Limite Estado de Mexico;1.22428259749;No
19.3291785653, -99.1232021799;"{""type"": ""LineString"", ""coordinates"": [[-99.10951184860724, 19.328127761657004], [-99.1104086865272, 19.32818117655599], [-99.11151230430858, 19.32826128537161], [-99.11361566889171, 19.328422490291118], [-99.11408523627054, 19.328458475751233], [-99.11671694059642, 19.328667991428368], [-99.12139262373006, 19.329056209755915], [-99.12432828201635, 19.329292193244637], [-99.12491897708635, 19.329339670296147], [-99.12996688682578, 19.329703239174524], [-99.13116845928354, 19.32976486026145], [-99.13275531830446, 19.329906590424894], [-99.13298387768013, 19.329931238611717], [-99.13407443538823, 19.32999902257356], [-99.13513887171413, 19.330085292599023], [-99.13629945799364, 19.330189401085597], [-99.13674688166014, 19.33022182463891], [-99.13689208085944, 19.330229085639058]]}";Arteria principal;50;Arteria principal;50;Av. Sta. Ana;Eje 1 Oriente Canal de Miramontes;Av. Canal Nacional;2.88558398708;No
19.2602754433, -99.1101390364;"{""type"": ""LineString"", ""coordinates"": [[-99.11278695389605, 19.261496181674048], [-99.11117010068374, 19.260699949531354], [-99.1099380317744, 19.26009131027994], [-99.10940369572103, 19.259887013604416], [-99.10893400380179, 19.25971781254181], [-99.10866121765397, 19.259633789448827], [-99.10800667074979, 19.259444312727197], [-99.10740704383525, 19.259267451085712]]}";Arteria principal;50;Arteria principal;50;Cuauhtemoc;Prolongacion Division del Norte;Gladiolas;0.61867695497;No
19.4388397915, -99.0988500352;"{""type"": ""LineString"", ""coordinates"": [[-99.09000660673672, 19.44368767838214], [-99.09244571680757, 19.4419419818088], [-99.09374375348149, 19.44105651752359], [-99.09443419812658, 19.440700593769055], [-99.09914763502987, 19.43860844252317], [-99.10578511124062, 19.43562208935485], [-99.10799903573928, 19.43451493587501]]}";Arteria principal;50;Via de acceso controlado;80;Av. Oceania;Eje 1 Norte Albañiles;Eje 2 Norte Av. Transvaal;2.15114639491;No
19.400405153, -99.2156426781;"{""type"": ""LineString"", ""coordinates"": [[-99.19151354093158, 19.41211789758865], [-99.19188810323732, 19.411945346577266], [-99.19233977528461, 19.41173504506305], [-99.19389010598587, 19.410861901864454], [-99.19434085393057, 19.4106080377823], [-99.19619328096246, 19.40959965545586], [-99.19861172647575, 19.408310859836806], [-99.20080374730964, 19.407135935726153], [-99.20095584766453, 19.40705440802531], [-99.20304268652579, 19.405895012506807], [-99.20486080831809, 19.40474639476339], [-99.20649025783077, 19.40371640639631], [-99.20877720513147, 19.40223342673844], [-99.21136717201303, 19.40061022311302], [-99.21254649631746, 19.399828103426337], [-99.21270447601502, 19.399732970657144], [-99.21394560384711, 19.39905161981835], [-99.215660914682, 19.398388403038968], [-99.22000039555492, 19.397013232608295], [-99.22335648968455, 19.39596162394368], [-99.2243570291199, 19.3957351225478], [-99.22503167873423, 19.395665014738917], [-99.22576921839566, 19.395686585980624], [-99.22686123579639, 19.39582140890517], [-99.22707277799292, 19.395837587189988], [-99.22757018937168, 19.395762086337257], [-99.22946263726858, 19.39537379783965], [-99.23071474104911, 19.394985508077884], [-99.23101776101643, 19.394899221657976], [-99.23126360817872, 19.394877649931242], [-99.23157234591005, 19.394888436053304], [-99.23224127792594, 19.394936972292015], [-99.23254429837442, 19.39491000738497], [-99.23281301415135, 19.39480754181597], [-99.23476263703746, 19.394057923868942], [-99.23568885020768, 19.39366963185736], [-99.23591182775309, 19.393594130290413], [-99.23627773906937, 19.393540200835236], [-99.23668938961505, 19.393567164885035], [-99.23707245227652, 19.39360491597369], [-99.23722110468051, 19.39360491550178], [-99.23747266841575, 19.39359413015422], [-99.23764418914342, 19.3935671648874], [-99.23782714559464, 19.39350784294119], [-99.23815303469186, 19.3933460538316], [-99.23860470694555, 19.39295236629338], [-99.23872443486074, 19.392754835883274], [-99.23883576321477, 19.392496353929545], [-99.2389387160504, 19.391229447277478], [-99.23899792565044, 19.39092169575997], [-99.2390854287452, 19.390578150278206], [-99.23909939561804, 19.39053547885584]]}";Via de acceso controlado;80;Via de acceso controlado;80;Av. Constituyentes;Parque Lira;Paseo de la Reforma;5.75898003106;Si
19.3835677707, -99.0217097653;"{""type"": ""LineString"", ""coordinates"": [[-99.05260222245275, 19.398298319858252], [-99.05239670327882, 19.39820633620741], [-99.05140728707362, 19.397719110131632], [-99.05055707310613, 19.39736729813958], [-99.0473740470018, 19.395932458516473], [-99.04513851047905, 19.394880740959934], [-99.04385768188722, 19.3943110993075], [-99.04281708050857, 19.393846905319084], [-99.0423366279046, 19.39363195817987], [-99.04127163232855, 19.39314503307788], [-99.03879064940836, 19.391988654206713], [-99.03449617589541, 19.390025275118354], [-99.03198052453224, 19.388885185875097], [-99.02966676125438, 19.38786212336202], [-99.02482429508504, 19.38561991899161], [-99.02170689359177, 19.38421256111504], [-99.01927255822633, 19.383090274241905], [-99.01778777176152, 19.382386800494793], [-99.0171497035611, 19.38207559784931], [-99.01668187115894, 19.381791401691498], [-99.01487384803492, 19.38080145878092], [-99.01257386965862, 19.379622705040706], [-99.01110651287925, 19.378843797743272], [-99.01021809843215, 19.378403870019298], [-99.00960311902725, 19.37811132048917], [-99.00864059543137, 19.377354502724465], [-99.00785742949509, 19.376849397521106], [-99.00774612783668, 19.3767357426931], [-99.00747434209495, 19.37658364068178], [-99.00298894376208, 19.374002894575924], [-98.99233399404547, 19.36784525230189], [-98.99184609266318, 19.367591677227765], [-98.99177031513699, 19.367515753064804], [-98.9915971445286, 19.367367237514912]]}";Arteria principal;50;Arteria principal;50;Av. Texcoco;Eulogio Parra;Siervo de la Nacion;7.27544379163;No
19.3234350047, -99.1736289232;"{""type"": ""LineString"", ""coordinates"": [[-99.17059760826209, 19.312192453473266], [-99.1710113717941, 19.312354142878874], [-99.17128715748144, 19.312435730952938], [-99.17140819653119, 19.312488952105202], [-99.17196054622717, 19.312772746453813], [-99.17235749322458, 19.312957126941136], [-99.17281039702027, 19.31346739086444], [-99.17340398696525, 19.31439174485362], [-99.17366473165265, 19.314726160567375], [-99.17399675310594, 19.315181636349678], [-99.17424860972973, 19.31560361976324], [-99.17437292989973, 19.315894180792924], [-99.1743537284199, 19.317820691054273], [-99.17422597068271, 19.3216385383689], [-99.17382850121092, 19.325724205113126], [-99.17368654778538, 19.327197699360507], [-99.1734594222229, 19.328296113944763], [-99.17342834574396, 19.328781962367866], [-99.17339765327426, 19.329141097995844], [-99.17344062333498, 19.32951761102287], [-99.17349586985927, 19.3299230851154], [-99.17365547183097, 19.33111633227342], [-99.17392556670761, 19.333068373265636], [-99.1739255663729, 19.333300068604505], [-99.17365547160541, 19.33394881199755], [-99.17290183951165, 19.33548102854796], [-99.17288693307698, 19.335561215494987], [-99.17288882323605, 19.335621255872887], [-99.17290028296773, 19.3356927202922], [-99.17291827051343, 19.33573581668611], [-99.17295443273913, 19.335802597119695], [-99.17300813445715, 19.335962460692908]]}";Arteria principal;50;Arteria principal;50;Antonio Delfin Madrigal;Eje 10 Sur Av. Pedro Henriquez Ureña;Eje Central Av. Aztecas;2.84796120303;No
19.4070391214, -99.1716907747;"{""type"": ""LineString"", ""coordinates"": [[-99.17023923820965, 19.399844138945326], [-99.17037113614806, 19.400282388492105], [-99.17057883461628, 19.401032787861546], [-99.17068361296143, 19.401500007996322], [-99.17091346972424, 19.402316869548866], [-99.17118262686665, 19.403505830790635], [-99.1712398548487, 19.40369508301338], [-99.17142564320632, 19.40458546983468], [-99.17177355829462, 19.40582249790856], [-99.17206335013977, 19.407034006534683], [-99.17224411701751, 19.407744406457425], [-99.17264582217618, 19.409491977882066], [-99.17283161113622, 19.410316029191247], [-99.17247028195295, 19.41115428457866], [-99.17213026776774, 19.412016214667926], [-99.17165346560247, 19.412993246115114], [-99.1711322533072, 19.414061272546196]]}";Arteria principal;50;Arteria principal;50;Av. Nuevo Leon;Viaducto Miguel Aleman;Eje 2 Sur Juan Escutia;1.6420749662;No
19.4622466551, -99.1780415892;"{""type"": ""LineString"", ""coordinates"": [[-99.17623441682147, 19.468286727], [-99.17652931561452, 19.467882096227182], [-99.17690997994904, 19.467236776903864], [-99.17709965259185, 19.46689919175156], [-99.1771773220859, 19.46680068004533], [-99.17726907847873, 19.46662308813771], [-99.1775919757962, 19.463425848642], [-99.17772582039396, 19.462044529434426], [-99.17784418498216, 19.460643002581257], [-99.17796907509525, 19.460321866119322], [-99.17928912834006, 19.45818474303807], [-99.18050014096141, 19.456446200472136]]}";Arteria principal;50;Arteria principal;50;Av. Cuitlahuac;Calzada Camarones;Calzada Meixco-Tacuba;1.42108767452;No
19.448936165, -99.0657540389;"{""type"": ""LineString"", ""coordinates"": [[-99.0791635144563, 19.451075646189086], [-99.07916346678107, 19.45107556487478], [-99.07916286702647, 19.451074541217878], [-99.07916187537667, 19.45107283903567], [-99.07915267215512, 19.451057145375607], [-99.07864107548205, 19.4502031657352], [-99.07851681889345, 19.45004415517958], [-99.07831268207764, 19.449860037448964], [-99.07800204026712, 19.449701026472116], [-99.07658196132206, 19.449240730687784], [-99.07432152667748, 19.44845971939847], [-99.07432146760061, 19.448459698637034], [-99.07131988661388, 19.44740166051526], [-99.06854360412648, 19.446464885679347], [-99.068399435518, 19.44643960780108], [-99.06825814507377, 19.446423558459312], [-99.0681302187856, 19.446429891946092], [-99.06798822549348, 19.446448641457806], [-99.06782202122892, 19.446496582969232], [-99.06765984935411, 19.446553125374137], [-99.0662627265429, 19.447017795537334], [-99.06626066613579, 19.4470184505861], [-99.06617742172034, 19.44704409341456], [-99.05989292161479, 19.449405478409883], [-99.05183421356313, 19.452273744442817]]}";Eje Vial;50;Via de acceso controlado;80;Eje 2 Norte Av. 602;Av. 701;Eje 3 Norte Av. 608;3.12797952076;No
19.4335200048, -99.1715418335;"{""type"": ""LineString"", ""coordinates"": [[-99.16572451423866, 19.44363039602067], [-99.16668215374935, 19.442140678484673], [-99.16751010978146, 19.440188806271117], [-99.16808716976338, 19.438887545285255], [-99.16920946736431, 19.43708402452227], [-99.16967648912122, 19.436299879498506], [-99.17124990954957, 19.4339482848297], [-99.17222764128795, 19.432445767571664], [-99.17225784991113, 19.43239934539607], [-99.17385960198663, 19.429541735136286], [-99.17405848527605, 19.42918690920135], [-99.17489898626127, 19.427885559926754], [-99.17669681856151, 19.425181056056125], [-99.17682364400959, 19.42495692760228], [-99.17763374818324, 19.423650187981394], [-99.17766677853633, 19.423571853454703]]}";Via de acceso controlado;80;Via de acceso controlado;80;Circuito Interior Melchor Ocampo;Paseo de la Reforma;Av. Ribera de San Cosme;34.0898045807;No
19.4562054363, -99.1660333857;"{""type"": ""LineString"", ""coordinates"": [[-99.16830284907847, 19.456638497828106], [-99.16819649992867, 19.45661735635575], [-99.16778133417274, 19.456530007760264], [-99.1668064336196, 19.456348751403787], [-99.16599630611073, 19.45618691452988], [-99.1656942237002, 19.456122180742845], [-99.16434858727222, 19.45590855648943], [-99.16375908946296, 19.45579891446214]]}";Arteria principal;50;Arteria principal;50;Calzada de los Gallos;Calzada Camarones;Circuito Interior Instituto Tecnico Industrial;0.48596933412;No
19.4270801735, -99.1454980806;"{""type"": ""LineString"", ""coordinates"": [[-99.14205606573039, 19.426749426819796], [-99.14322356884784, 19.42689541909843], [-99.14635485299057, 19.427192167871556], [-99.1483119053346, 19.427300733893965], [-99.14893187827582, 19.427146989161507]]}";Eje Vial;50;Eje Vial;50;Eje 1A Sur Arcos de Belen;Eje Central Lazaro Cardenas;Av. Balderas;2.99470276292;No
19.4830615634, -99.1159207425;"{""type"": ""LineString"", ""coordinates"": [[-99.11740017782355, 19.48360363636213], [-99.11444130715033, 19.482519490461417]]}";Arteria principal;50;Arteria principal;50;Fray Juan de Zumarraga;Calzada de Guadalupe;5 de Febrero;0.3328800173;No
